天津市市辖区宝坻区大白庄镇	120115127
天津市市辖区宝坻区宝坻经济开发区	120115456
天津市市辖区宝坻区京津中关村科技城	120115457
天津市市辖区滨海新区	120116
天津市市辖区滨海新区塘沽街道	120116001
天津市市辖区滨海新区杭州道街道	120116005
天津市市辖区滨海新区新河街道	120116006
天津市市辖区滨海新区大沽街道	120116007
天津市市辖区滨海新区新北街道	120116008
天津市市辖区滨海新区北塘街道	120116009
天津市市辖区滨海新区胡家园街道	120116011
天津市市辖区滨海新区新港街道	120116012
天津市市辖区滨海新区新村街道	120116013
天津市市辖区滨海新区天津经济技术开发区东区泰达街道	120116014
天津市市辖区滨海新区汉沽街道	120116031
天津市市辖区滨海新区寨上街道	120116032
天津市市辖区滨海新区茶淀街道	120116033
天津市市辖区滨海新区大港街道	120116051
天津市市辖区滨海新区古林街道	120116053
天津市市辖区滨海新区海滨街道	120116054
天津市市辖区滨海新区新城镇	120116100
天津市市辖区滨海新区杨家泊镇	120116135
天津市市辖区滨海新区太平镇	120116156
天津市市辖区滨海新区小王庄镇	120116157
天津市市辖区滨海新区中塘镇	120116158
天津市市辖区滨海新区天津经济技术开发区（其他片区）	120116400
天津市市辖区滨海新区天津港保税区	120116401
天津市市辖区滨海新区天津滨海新区高新技术产业开发区	120116402
天津市市辖区滨海新区东疆保税港区	120116403
天津市市辖区滨海新区中新天津生态城	120116406
天津市市辖区宁河区	120117
天津市市辖区宁河区芦台街道	120117001
天津市市辖区宁河区桥北街道	120117002
天津市市辖区宁河区宁河镇	120117102
天津市市辖区宁河区苗庄镇	120117103
天津市市辖区宁河区丰台镇	120117104
天津市市辖区宁河区岳龙镇	120117105
天津市市辖区宁河区板桥镇	120117106
天津市市辖区宁河区潘庄镇	120117107
天津市市辖区宁河区造甲城镇	120117109
天津市市辖区宁河区七里海镇	120117110
天津市市辖区宁河区大北涧沽镇	120117111
天津市市辖区宁河区东棘坨镇	120117112
天津市市辖区宁河区北淮淀镇	120117113
天津市市辖区宁河区俵口镇	120117114
天津市市辖区宁河区廉庄镇	120117115
